,Band,Wavelength,Krasnoyarsk1,Krasnoyarsk2,Krasnoyarsk3,Krasnoyarsk5,Krasnoyarsk6,Krasnoyarsk7,Tomsk1,Tomsk2,Tomsk3,Tomsk4,Tomsk5,Tomsk6,Tomsk7,Vologda1,Vologda2,Vologda3,Mean
0,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B1.tif,0.44,0.11945199591578742,0.11843757243102442,0.11874489808682599,0.12849726164562475,0.11849004183061466,0.11761784043575776,0.1310995103874228,0.12446223300767036,0.11367243956947264,0.11349842566535338,0.11359593460102473,0.1264367041537517,0.1128308237194382,0.10859914977752412,0.11138158542807214,0.1089505258882826,0.11786043390897796
3,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B2.tif,0.48,0.0943546992755385,0.09333857664961127,0.0927623265252229,0.1024383239007401,0.09386763475570158,0.09206217238064723,0.10585862137376008,0.09896639535860255,0.08946458384791248,0.0887574069309319,0.0886425881585137,0.10144088799622275,0.08818215582856963,0.08557404747211482,0.08889136042036251,0.08526095860929452,0.09311642121773415
4,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B3.tif,0.56,0.0751579034375456,0.0744168562770793,0.07308700250873888,0.08072599477579452,0.07710239905260342,0.06975655238705544,0.08732931237132698,0.07839010868652371,0.07307151658739677,0.07145539679987135,0.07235177079845911,0.08215736478105895,0.0710504757693748,0.06755756085180285,0.0715506684518115,0.06998472598269949,0.07469660059494641
5,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B4.tif,0.65,0.04588138765984344,0.0453745039405659,0.04470681876620083,0.05265499346974315,0.0480241356916377,0.043158173662287726,0.055702099195208694,0.049706140123733276,0.04570086607373977,0.04236615100104527,0.04243650044285854,0.0518119861631312,0.04279109190086672,0.0527779081727088,0.055780565549521696,0.0504411761847239,0.04808215612486354
6,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B5.tif,0.86,0.32444439150094817,0.3393414711940993,0.29855842164881824,0.27448388332607754,0.31618714042862056,0.26653300224287085,0.35935184166198764,0.3207153329880746,0.29993332694431873,0.34196720913403555,0.3357955798904084,0.3552810609081546,0.29386504527591917,0.18272966270672047,0.19475074589497623,0.20744327661376544,0.2944613370224873
7,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B6.tif,1.61,0.13389890601448926,0.13436097450756268,0.12154881616711953,0.12627227252938616,0.1408458685105245,0.1045167510413329,0.1425208309938237,0.12995541053132525,0.13831586438427357,0.13731085711988422,0.14063166713989667,0.1356602510501195,0.12662622123163134,0.13141472077032784,0.14094248590036193,0.13158402861665347,0.13227537040679455
8,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B7.tif,2.2,0.05272463169154471,0.0524586230728336,0.04787788418104617,0.0528716020896822,0.05931860411811896,0.040809977571291255,0.05799622384428224,0.051033537805833945,0.05827004309620868,0.053176704993165555,0.056626635504117104,0.05399107355607039,0.05166091878307714,0.07517899476373238,0.08015057637769056,0.06997750447786062,0.05713272099540971
1,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B10.tif,10.89,2.7483559585744213,2.456098945651297,2.8332659930366635,2.7640813713539347,2.803411360163526,2.799329125280359,2.2788855160023163,2.3403135795168772,2.4054610472319555,2.353971374125606,2.3769082507299877,2.2690095150490275,2.3617965426071916,2.244505324519451,2.244828070939878,2.325904256744555,2.4753828894704406
2,/content/drive/MyDrive/Project_BV/Clip/forest_clip/Vologda_forest/clip_Vologda3/clip_RT_LC08_L1TP_175019_20240522_20240605_02_T1_B11.tif,12.0,0.4873021344872855,0.4857218856369933,0.5046442184340189,0.48578912059207663,0.4967703537456546,0.4981266581223967,0.4243006977353547,0.4401613522479144,0.4588365420677091,0.4469446313419635,0.45368219920582115,0.4272203183751955,0.4481553728777618,0.42071944152777224,0.4207503760849453,0.4380247712472751,0.45857187960813367
